,medio,fecha,titulo
4377,página 12,2019-10-02 00:00:00,Macri inauguró una ruta sin terminar y al otro día echó a sus 40 trabajadores
4378,página 12,2019-10-02 00:00:00,Taiana: “Macri nos tiene acostumbrados a no pegarla con la economía”
4381,página 12,2019-10-02 00:00:00,Macri y una batería de medidas sin futuro
4388,página 12,2019-10-02 00:00:00,Otro freno de la Corte a la discrecionalidad de Macri | La Corte Suprema obligó al Gobierno a compensar a las provincias por dos DNU
4389,página 12,2019-10-02 00:00:00,La Correpi desnudó las mentiras del informe de Bullrich | El gobierno de Cambiemos sigue siendo el más represivo desde 1983
4394,página 12,2019-10-02 00:00:00,"Las frases más desopilantes de la marcha de Juntos por el Cambio | ""En el año 68 yo toqué a un pobre"""
4411,infobae,2019-10-02 00:00:00,Escándalo de dopaje de Alberto Salazar: la USADA reveló que Nike sabía de los experimentos con sustancias del polémico entrenador
4413,infobae,2019-10-02 00:00:00,"Gambeta, asistencia y caño: las perlitas de Lionel Messi en el partido que marcó su regreso al Barcelona"
4473,infobae,2019-10-02 00:00:00,Cómo será el homenaje a Luis Alberto Spinetta en Villa Urquiza
4524,infobae,2019-10-02 00:00:00,"Jorge Abelardo Ramos, el intelectual y político que convocó a apoyar a Perón desde la izquierda"
4529,infobae,2019-10-02 00:00:00,Carta a los jóvenes que marcharon contra el cambio climático
4533,infobae,2019-10-02 00:00:00,Alberto Fernández se metió con el paro de los pilotos: una tensa disputa por Aerolíneas
4534,infobae,2019-10-02 00:00:00,Alberto Fernández va a la UIA y ya empezó a mostrarse con los elegidos para su gabinete
4538,infobae,2019-10-02 00:00:00,Julio Cobos: “A Mauricio Macri le faltó humildad política”
4541,infobae,2019-10-02 00:00:00,Mauricio Macri realizará un anuncio para combatir y prevenir los femicidios
4543,infobae,2019-10-02 00:00:00,"Qué es el agua alcalina, furor en el mundo fit, y cómo se puede obtener de la canilla"
4595,cronista,2019-10-02 00:00:00,Alberto aún debe demostrar que sus ideas se ajustan a un plan consistente
4597,cronista,2019-10-02 00:00:00,Macri - industria: una novela de desencuentro de estrategias y amor no correspondido
4599,cronista,2019-10-02 00:00:00,"Alberto Fernández, tras reunirse con la UIA: ""Macri nos deja un déficit fiscal de más de 7 puntos"""
4600,cronista,2019-10-02 00:00:00,"Alberto fue a la UIA y prometió ""poner a la industria de pie"""
4602,cronista,2019-10-02 00:00:00,Deseo empresario: “Qué el candidato K sea más Lavagna y menos Cristina”
4604,cronista,2019-10-02 00:00:00,El plan de Alberto Fernández para motorizar la producción industrial
4607,cronista,2019-10-02 00:00:00,Jorge Asís: “Macri fue a las PASO con la misma inocencia que Sergio Denis a dar su show en Tucumán”
4609,cronista,2019-10-02 00:00:00,La propuesta del día de Macri: ahora quiere inglés obligatorio en los jardines
4611,cronista,2019-10-02 00:00:00,Levy Yeyati no ve una corrida contra el dólar si gana Alberto Fernández
4612,cronista,2019-10-02 00:00:00,Macri comparó las chances de Boca ante River con las elecciones
4614,cronista,2019-10-02 00:00:00,"Miguel Acevedo: ""Alberto nos pidió mucho diálogo con los trabajadores"""
4615,cronista,2019-10-02 00:00:00,No importa el resultado: Macri ya planifica sus vacaciones en enero
4630,cronista,2019-10-02 00:00:00,La increíble comparación de este economista K sobre la deuda de Macri: qué dijo
4653,la nación,2019-10-02 00:00:00,"En San Juan, Alberto Fernández hizo una fuerte defensa de la minería"
4655,la nación,2019-10-02 00:00:00,"Roberto Lavagna: ""Hay que expandir el consumo y la inversión"""
4656,la nación,2019-10-02 00:00:00,"El fallo de la Corte: para Macri, un problema; para Fernández, un arma de doble filo"
4657,la nación,2019-10-02 00:00:00,"Senado: los puentes rotos de Miguel Pichetto, el compañero de fórmula de Macri"
4675,perfil,2019-10-02 00:00:00,"Para Fantino, si pierde Boca perjudica a Macri"
4679,perfil,2019-10-02 00:00:00,"Macri, el Superclásico y las elecciones nacionales"
4686,perfil,2019-10-02 00:00:00,"Como Boca, Macri juega a los pelotazos y le echa la culpa al VAR"
4691,perfil,2019-10-02 00:00:00,Lavagna acusó a Macri de copiarle las medidas que él sugirió
4692,perfil,2019-10-02 00:00:00,En Juntos por el Cambio sueñan con un cierre de campaña “a lo Alfonsín”
4713,ambito financiero,2019-10-02 00:00:00,"Barrionuevo, otra pieza para CGT unida y con guiño a Alberto Fernández"
4721,ambito financiero,2019-10-02 00:00:00,Biró ratificó el paro de pilotos a pesar del pedido de Alberto F. para que se levante
4733,ambito financiero,2019-10-02 00:00:00,La UIA recibió a Alberto Fernández y le entregó un documento con propuesta para reactivar la industria
4735,ambito financiero,2019-10-02 00:00:00,Macri: Estamos mejor parados para en los próximos cuatro años poder crecer
4736,ambito financiero,2019-10-02 00:00:00,Lavagna celebró fallo de la Corte y sumó foto con Schiaretti
4768,la izquierda diario,2019-10-02 00:00:00,Alberto Fernández: “Con la UIA tenemos un mismo ideal y una misma vocación”
4771,la izquierda diario,2019-10-02 00:00:00,Berazategui: la izquierda se consolida en el terciario 50
4772,la izquierda diario,2019-10-02 00:00:00,"Celestes, evangélicos y silenciosos: la campaña antiderechos de Hotton y Gómez Centurión"
4774,la izquierda diario,2019-10-02 00:00:00,Como un ministro de Macri: Alberto Fernández pidió a los pilotos de Aerolíneas que levanten el paro
4783,la izquierda diario,2019-10-02 00:00:00,Exclusivo: ¿por qué se “indigestó” Espert con el libro de Nico del Caño?
4793,la izquierda diario,2019-10-02 00:00:00,Los éxitos del ingeniero Macri: obras paralizadas y cientos de obreros despedidos
4794,la izquierda diario,2019-10-02 00:00:00,"Macri ya fue, pero ¿quién conduce Vaca Muerta?"
4797,la izquierda diario,2019-10-02 00:00:00,No te calles: copemos el obelisco con la izquierda
4798,la izquierda diario,2019-10-02 00:00:00,No te calles: copemos la 9 de Julio con la izquierda
4802,la izquierda diario,2019-10-02 00:00:00,"Reclamo salarial: a pesar del pedido de Alberto Fernández, los pilotos ratificaron el paro"
4805,la izquierda diario,2019-10-02 00:00:00,"Sábado: enterate horario, lugar y cómo llegar al acto del Frente de Izquierda"
4806,la izquierda diario,2019-10-02 00:00:00,Salta: Del Caño y Del Plá llaman a votar la Lista Unidad del FIT que encabeza Pablo López
4840,la nación,2019-10-02 01:31:00,La desautorización de Alberto Fernández al kirchnerismo nostálgico
4852,la nación,2019-10-02 07:36:00,"María Luján Rey contra el Frente de Todos: ""Alberto Fernández es un oportunista"""
4855,la nación,2019-10-02 08:11:00,"Los pilotos le respondieron a Alberto Fernández y ratificaron el paro: ""Está en campaña"""
4857,la nación,2019-10-02 08:46:00,"El Negro Álvarez aseguró que votará a Mauricio Macri: ""No tiene que volver Cristina"""
4866,la nación,2019-10-02 10:33:00,"Alberto Fernández tras el fallo: ""La Corte hizo lo que tenía que hacer"""
4871,la nación,2019-10-02 10:50:00,"Juan Grabois criticó a Macri por la pobreza: ""Hoy tenemos cifras del África subsahariana"""
4883,la nación,2019-10-02 12:42:00,Pablo Biró desafía a Alberto Fernández tras haber sido corrido del rearmado sindical
4885,la nación,2019-10-02 12:51:00,"Roberto Lavagna acusa al Gobierno de copiar sus medidas: ""Lo hacen tarde y mal"""
4892,la nación,2019-10-02 14:28:00,"Alfredo Cornejo, recargado: ""¿Qué puta tienen que venir Macri y Alberto Fernández?"""
4893,la nación,2019-10-02 14:50:00,Mauricio Macri comparó su situación electoral con lo que puede pasar con Boca y River en la Copa Libertadores
4898,la nación,2019-10-02 15:51:00,"Gioja dijo que en Mendoza perdió el peronismo porque ""son medio gorilitas"""
4901,la nación,2019-10-02 16:08:00,"Alberto Fernández, sobre su reunión en la Unión Industrial Argentina: ""Tenemos muchos puntos en común"""
4933,la nación,2019-10-02 21:57:00,"El sector empresarial está con Alberto Fernández, no con Mauricio Macri"
4936,la nación,2019-10-02 23:40:00,"Roberto Lavagna: ""El Gobierno copia las medidas de Consenso Federal, pero lo hace tarde y mal"""
5048,clarin,2019-10-03 00:00:00,"Teorema de Baglini: Macri derrocha anuncios y Alberto F., más moderado"
5059,clarin,2019-10-03 00:00:00,Alberto Fernández salió a defender el fallo de la Corte sobre la baja del IVA en alimentos
5060,clarin,2019-10-03 00:00:00,Alberto Fernández suma a su campaña a Florencio Randazzo
5061,clarin,2019-10-03 00:00:00,Alberto Fernández volvió a hablar del paro en Aerolíneas: “Complica la vida de mucha gente y el Gobierno no va a cambiar su política”
5062,clarin,2019-10-03 00:00:00,Alberto F: “Voy a dejar de pagar la usura que se llevan los bancos con las Leliq”
5063,clarin,2019-10-03 00:00:00,Álvarez Agis: si Alberto Fernández logra estabilizar la economía en 2020 “hay que sacar el Obelisco y ponerle un monumento a él”
5067,clarin,2019-10-03 00:00:00,"En un gesto de unidad para Alberto Fernández, la CTA de Hugo Yasky aprobó iniciar la fusión con la CGT"
5069,clarin,2019-10-03 00:00:00,"Con ironías, Naidenoff y Negri cuestionaron a los gobernadores que impugnaron decretos impositivos de Macri"
5070,clarin,2019-10-03 00:00:00,José Luis Espert y una ironía sobre el libro de Nicolás del Caño
5073,clarin,2019-10-03 00:00:00,María Eugenia Vidal y Cristina Kirchner relegan a Mauricio Macri y Alberto Fernández en una encuesta distinta
5075,clarin,2019-10-03 00:00:00,Mauricio Macri y Diego Maradona se cruzan el sábado en Mendoza
5076,clarin,2019-10-03 00:00:00,Mauricio Macri prometió la enseñanza de inglés desde el jardín y conexión a internet en todas las escuelas
5077,clarin,2019-10-03 00:00:00,Mauricio Macri prometió “resolver el tema económico” si es reelecto: “Tres años y medio no es tiempo suficiente”
5078,clarin,2019-10-03 00:00:00,"Miguel Pichetto y la venta de drogas en las villas: “Habría que dinamitar todo, que todo vuele por el aire”"
5080,clarin,2019-10-03 00:00:00,Negri y Naidenoff acusaron a los gobernadores del PJ de “extrañar la relación de sometimiento que tenían con el kirchnerismo”
5122,tiempo argentino,2019-10-03 00:00:00,Alberto Fernández: “El gesto de la CTA de unirse a la CGT es estratégica y moralmente tan grande como el de Cristina”
5134,tiempo argentino,2019-10-03 00:00:00,Macri homenajeará a soldados muertos en una acción de Montoneros
5153,página 12,2019-10-03 00:00:00,"Macri en Santa Fe: ""Todos tuvimos que poner el hombro"""
5154,página 12,2019-10-03 00:00:00,"Cornejo: ""¿Qué puta tienen que venir Macri o Alberto a Mendoza?"""
5155,página 12,2019-10-03 00:00:00,Sergio Varisco: Un narcoaporte para la campaña de Cambiemos | Uno de los detenidos por narcotráfico declaró que se hacían aportes proselitistas
5191,infobae,2019-10-03 00:00:00,"Boca Juniors, Jorge Griffa y Mauricio Macri: el título de México en el Mundial Sub-17 de Perú 2005 tuvo influencia xeneize"
5244,infobae,2019-10-03 00:00:00,El huracán Lorenzo nos recuerda los riesgos del cambio climático
5286,infobae,2019-10-03 00:00:00,El saludo entre Alberto Fernández y Urtubey y las explicaciones sobre un ‘desaire’
5316,infobae,2019-10-03 00:00:00,"Álvarez Agis: “Si Alberto hace todo perfecto, la economía se puede estabilizar en el cuarto trimestre del año que viene”"
5325,infobae,2019-10-03 00:00:00,Los industriales se ilusionan con Alberto Fernández: creen que será más parecido a Lavagna que a Cristina Kirchner
5332,infobae,2019-10-03 00:00:00,Macri y Finocchiaro anunciaron que todos los alumnos de escuelas públicas tendrán inglés a partir de los 4 años
5338,infobae,2019-10-03 00:00:00,"Mauricio Macri, el unificador del peronismo"
5340,infobae,2019-10-03 00:00:00,"Alberto Fernández lanzará la semana próxima su plan contra el hambre: convocará a empresarios, la Iglesia y movimientos sociales"
5341,infobae,2019-10-03 00:00:00,Alberto Fernández les pidió a los pilotos de Aerolíneas que levanten el paro de 48 horas para este fin de semana
5342,infobae,2019-10-03 00:00:00,Alberto Fernández se mostrará junto a Florencio Randazzo por primera vez en la campaña
5343,infobae,2019-10-03 00:00:00,"Con la presencia de Alberto Fernández, Máximo Kirchner y Hugo Moyano, la CTA celebrará la unificación con la CGT"
5345,infobae,2019-10-03 00:00:00,"Cornejo habló sobre sus críticas a Macri y Fernández: “Fue un exabrupto, me arrepiento un poco”"
5346,infobae,2019-10-03 00:00:00,Elecciones 2019: Macri propondrá la enseñanza del inglés desde el jardín de infantes y la conectividad tecnológica en todas las escuelas
5347,infobae,2019-10-03 00:00:00,Elecciones 2019: Macri propuso la enseñanza del inglés desde el jardín de infantes y la conectividad tecnológica en todas las escuelas
5349,infobae,2019-10-03 00:00:00,"En un acto con Alberto Fernández, Hugo Moyano y Máximo Kirchner, la CTA anunció su regreso a la CGT"
5352,infobae,2019-10-03 00:00:00,Marcos Peña se acercó al radicalismo para debatir el futuro político de Juntos por el Cambio
5353,infobae,2019-10-03 00:00:00,Mauricio Macri lleva su campaña a Entre Ríos con la intención de dar vuelta el resultado de las PASO
5355,infobae,2019-10-03 00:00:00,Pichetto pidió “dinamitar” y “que vuele por el aire” la Villa 1-11-14
5437,cronista,2019-10-03 00:00:00,FIT Sale: que descuentos ofrecerá el eventos de viajes que comienza este fin de semana
5453,cronista,2019-10-03 00:00:00,Alberto fue el protagonista central en el histórico reencuentro de la CTA con la CGT
5461,cronista,2019-10-03 00:00:00,"En campaña, Macri relega la crisis y apela a las promesas"
5462,cronista,2019-10-03 00:00:00,"Federico Pinedo: ""Creo que Cristina actuó con generosidad dentro de su espacio político"""
5465,cronista,2019-10-03 00:00:00,La CTA define si vuelve a la CGT con Alberto Fernández en primera fila
5470,cronista,2019-10-03 00:00:00,"Matías Kulfas, sobre el dólar: ""No es un tipo de cambio malo"""
5471,cronista,2019-10-03 00:00:00,"Melconian, sobre el dólar: “El tiempo de cambio libre y flotante no va más”"
5472,cronista,2019-10-03 00:00:00,"Para The Economist, Macri tiene 25% de chances de ser reelecto"
5511,cronista,2019-10-03 00:00:00,Echarri criticó a Macri con dureza y generó polémica en Twitter
5512,cronista,2019-10-03 00:00:00,El increíble pedido de Macri para dar vuelta la elección: qué pide y cómo se activa
5534,la nación,2019-10-03 00:00:00,Cómo sería el gabinete de Alberto Fernández
5539,la nación,2019-10-03 00:00:00,"El sueño industrial: volver al pasado, sin Cristina"
5540,la nación,2019-10-03 00:00:00,"En Córdoba, Lavagna puso en duda una salida ""a la uruguaya"""
5543,la nación,2019-10-03 00:00:00,"Macri pidió un ""gran acuerdo"" para resolver la economía"
5561,perfil,2019-10-03 00:00:00,Alberto Fernández todavía no pasó el test de autoridad
5566,perfil,2019-10-03 00:00:00,El alcalde de La Pelada cruzó a Macri: “No tiene buenos asesores”
5569,perfil,2019-10-03 00:00:00,La resurrección de Florencio Randazzo: se sube a la combi de Alberto Fernández
5570,perfil,2019-10-03 00:00:00,Los bloopers de Macri en la gira del #SíSePuede
5571,perfil,2019-10-03 00:00:00,Los exabruptos K que hacen enojar a Alberto Fernández
5582,ambito financiero,2019-10-03 00:00:00,"Massa, embajador financiero, parte a EEUU (China y Rusia para Cristina)"
5584,ambito financiero,2019-10-03 00:00:00,La maquinita en la era Macri operó a la japonesa: just in time
5587,ambito financiero,2019-10-03 00:00:00,Alberto Fernández: Los mercados vieron en Macri un gobierno sin destino
5591,ambito financiero,2019-10-03 00:00:00,"FMI quiere que Alberto Fernández negocie la deuda ""de manera integral"""
5602,ambito financiero,2019-10-03 00:00:00,"Tras recibir a Alberto F., desde la UIA señalaron que hubo un alto nivel de coincidencia"
5603,ambito financiero,2019-10-03 00:00:00,"Gobernadores y Macri, unidos ahora sólo por el espanto"
5607,ambito financiero,2019-10-03 00:00:00,El Fondo de Garantía de la Anses perdió 70% de su valor en dólares en la era Macri
5610,ambito financiero,2019-10-03 00:00:00,"Para Melconian, el tipo de cambio libre y flotante no va más"
5611,ambito financiero,2019-10-03 00:00:00,Pichetto planteó dinamitar las villas donde se vende droga
5612,ambito financiero,2019-10-03 00:00:00,Macri volvió a insistir en un pacto tripartito para bajar la inflación
5618,ambito financiero,2019-10-03 00:00:00,Macri homenajea a 12 soldados muertos por un ataque de Montoneros
5620,ambito financiero,2019-10-03 00:00:00,Referentes de la política y especialistas cuestionaron medidas de Macri en materia de género
5630,ambito financiero,2019-10-03 00:00:00,Alberto Fernández se suma a histórico acto de unificación sindical
5649,ambito financiero,2019-10-03 00:00:00,"Alberto Fernández sobre Leliqs: ""Vamos a dejar de pagarle a los usureros"""
5660,el popular,2019-10-03 00:00:00,Melconian: El tiempo de cambio libre y flotante no va más
5663,el popular,2019-10-03 00:00:00,"La CTA de Hugo Yasky se reunificó con la CGT: Alberto Fernández, Hugo Moyano y Máximo Kirchner vieron en primera fila la votación"
5677,la izquierda diario,2019-10-03 00:00:00,Diez razones para ir al acto del Frente de Izquierda Unidad este sábado
5678,la izquierda diario,2019-10-03 00:00:00,[VIDEO] Nicolás del Caño presenta su libro en Buenos Aires
5679,la izquierda diario,2019-10-03 00:00:00,Antonio Caló: “Si yo fuese Macri llamaría a la CGT y agradecería la gobernabilidad”
5687,la izquierda diario,2019-10-03 00:00:00,El FIT Unidad de Santa Fe copará las escalinatas del Parque España en Rosario
5702,la izquierda diario,2019-10-03 00:00:00,"Myriam Bregman: ""La CGT fue y es cómplice del ajuste de Macri"""
5703,la izquierda diario,2019-10-03 00:00:00,Nicolás del Caño presenta su libro en Buenos Aires
5704,la izquierda diario,2019-10-03 00:00:00,Ni Micky Vainilla se animó a tanto: Pichetto pidió “dinamitar” la Villa 1-11-14
5707,la izquierda diario,2019-10-03 00:00:00,¿Qué se juega el Frente de Izquierda hacia el 27 de octubre en Jujuy?
5708,la izquierda diario,2019-10-03 00:00:00,Salta: gran cierre de campaña de la Lista Unidad del Frente de Izquierda
5714,la izquierda diario,2019-10-03 00:00:00,[Video] Reperfilando: guiño de Alberto Fernández a inversores y la reforma laboral que viene
5715,la izquierda diario,2019-10-03 00:00:00,Violencia de género: qué hay detrás de los nuevos anuncios de Mauricio Macri
5716,la nación,2019-10-03 00:01:00,"Carlos Melconian, sobre el dólar: ""El tiempo de cambio libre y flotante no va más"""
5718,la nación,2019-10-03 00:11:00,Elecciones 2019. Probá la calculadora y verificá si hay chances de un ballottage entre Alberto Fernández y Mauricio Macri
5744,la nación,2019-10-03 06:30:00,La lucha contra el cambio climático: un movimiento imparable
5750,la nación,2019-10-03 08:11:00,"Elecciones: Mauricio Macri pidió fiscalizar ""para evitar que haya picarones"
5763,la nación,2019-10-03 09:55:00,"Paro: Alberto Fernández reiteró su pedido a los pilotos y prometió ""revisar"" las políticas de las low-cost"
5774,la nación,2019-10-03 11:50:00,"Mauricio Macri prometió ""resolver el tema económico"" si es reelecto: ""No hay que asustarse en mitad del camino"""
5784,la nación,2019-10-03 12:29:00,"José Urtubey: ""El 2020 va a ser un año muy difícil"""
5804,la nación,2019-10-03 13:44:00,"Juan José Campanella chicaneó a Alberto Fernández: ""Parece que no vio la obra pública que hizo este gobierno, tampoco la corrupción del gobierno k"""
5837,la nación,2019-10-03 16:36:00,"Miguel Pichetto, sobre la venta de droga en las villas: ""Habría que dinamitar todo, que todo vuele por el aire"""
5854,la nación,2019-10-03 18:20:00,"Rafa Nadal, con una lesión en la mano izquierda, se perderá el Masters 1000 de Shanghai"
5855,la nación,2019-10-03 18:37:00,"Alberto Fernández, en el acto de fusión entre la CTA y la CGT: ""El daño que hizo la salida de la convertibilidad es casi igual al que hizo Macri en estos cuatro años"""
5876,la nación,2019-10-03 22:54:00,"Macri, ""Sí se puede"", China Suárez y Tom Cruise: las noticias de la semana"
5929,clarin,2019-10-04 00:00:00,"El dólar cerró a $ 60,09 y la brecha con el tipo de cambio paralelo saltó a 16%"
5947,clarin,2019-10-04 00:00:00,Gran cambio en “Bailando 2019”: Tinelli explicó el nuevo sistema de eliminación
5954,clarin,2019-10-04 00:00:00,Sin amor por Greta: por qué el cambio climático no parece preocupar a los rusos
5986,clarin,2019-10-04 00:00:00,Alberto Fernández apuntó contra “los amigos del Presidente que se quedaron con el negocio energético”
5987,clarin,2019-10-04 00:00:00,"Para Alberto Fernández, las detenciones de Cristóbal López y De Sousa “eran absolutamente arbitrarias”"
5988,clarin,2019-10-04 00:00:00,Alberto Fernández recorrió la provincia de Buenos Aires con Florencio Randazzo
5992,clarin,2019-10-04 00:00:00,"En campaña, Roberto Lavagna aseguró que “el tipo de cambio tiene que ser alto”"
5996,clarin,2019-10-04 00:00:00,"Tras sus críticas al paro, Alberto Fernández recibió al jefe de los pilotos Pablo Biró"
5997,clarin,2019-10-04 00:00:00,"Destruyeron la planta de Radio Nacional en Bahía Blanca, horas antes de la visita de Mauricio Macri"
5999,clarin,2019-10-04 00:00:00,"Para Felipe Solá, el primer viaje de Alberto Fernández sería a EE.UU. para mejorar la relación bilateral y acordar con el FMI"
6002,clarin,2019-10-04 00:00:00,"Las marchas de Mauricio Macri, un plan para hoy y para mañana también"
6003,clarin,2019-10-04 00:00:00,"Mauricio Macri admitió que el Boca-River “genera incertidumbre tan cerca de una elección”, pero dijo que es “difícil” cambiar la fecha"
6004,clarin,2019-10-04 00:00:00,Mauricio Macri en Bahía Blanca: pidió “cuidar el voto” y cerró cantando el himno con Raúl Lavié
6005,clarin,2019-10-04 00:00:00,Mauricio Macri homenajeó a soldados asesinados por Montoneros: “La violencia de los 70 es un capítulo oscuro al que no queremos volver”
6006,clarin,2019-10-04 00:00:00,"Miguel Ángel Pichetto: “Hay que entrar con la fuerza de la ley en los búnkers, no hablé de dinamitar la villa”"
6010,clarin,2019-10-04 00:00:00,Paula Bertol se va de la OEA y regresa para hacer campaña con Macri
6011,clarin,2019-10-04 00:00:00,"Penas más duras, edad de imputabilidad y ley anti barras, la quinta promesa de Mauricio Macri"
6014,clarin,2019-10-04 00:00:00,Roberto Lavagna ve débil al Gobierno y aspira a ser la segunda fuerza en las presidenciales
6015,clarin,2019-10-04 00:00:00,Sergio Massa explicó en Washington cómo será la presidencia de Alberto Fernández
6022,clarin,2019-10-04 00:00:00,El presidente de Aerolíneas Argentinas aseguró que el de los pilotos “es un paro K” y apuntó contra Alberto Fernández
6025,clarin,2019-10-04 00:00:00,"Tras las críticas de Elisa Carrió, Mauricio Macri defendió a Rogelio Frigerio: “Todo lo que ha hecho ha sido bajo mi conducción y liderazgo”"
6061,tiempo argentino,2019-10-04 00:00:00,El nuevo spot de Alberto F. recorre la historia de las crisis argentinas
6092,página 12,2019-10-04 00:00:00,Los jardines no están... pero van a enseñar inglés | Macri hizo promesas de campaña para el sector educativo
6114,página 12,2019-10-04 00:00:00,Alberto Fernández defendió la educación pública
6259,infobae,2019-10-04 00:00:00,En qué consiste el plan que anunciará Alberto Fernández para combatir el hambre
6265,infobae,2019-10-04 00:00:00,47 fotos del homenaje del presidente Mauricio Macri a los caídos en el ataque montonero al cuartel de Formosa
6283,infobae,2019-10-04 00:00:00,Violencia de género: las medidas de Macri tienen poco de extraordinario
6284,infobae,2019-10-04 00:00:00,"A 44 años del ataque montonero al cuartel de Formosa, Mauricio Macri será el primer Presidente en rendir homenaje a los soldados caídos"
6285,infobae,2019-10-04 00:00:00,Alberto Fernández: “Que la policía pida el DNI en los trenes es criminalización”
6286,infobae,2019-10-04 00:00:00,Alberto Fernández recibió un fuerte apoyo del sindicalismo y realizó duras críticas a los bancos
6287,infobae,2019-10-04 00:00:00,Alberto Fernández y Florencio Randazzo compartieron una recorrida de campaña en la provincia de Buenos Aires
6292,infobae,2019-10-04 00:00:00,"El presidente de Aerolíneas Argentinas habló de paro ""K"" y criticó a Alberto Fernández: “Habla para la tribuna”"
6293,infobae,2019-10-04 00:00:00,"En un masivo acto en Bahía Blanca, Mauricio Macri sostuvo que “hoy estamos mucho mejor parados que hace cuatro años, pero necesitamos más tiempo”"
6294,infobae,2019-10-04 00:00:00,Los testimonios de los familiares de los soldados asesinados por la guerrilla en 1975 que fueron homenajeados por Mauricio Macri
6295,infobae,2019-10-04 00:00:00,"Macri respaldó a Frigerio tras las acusaciones de Carrió: “Confío en él, todo lo hizo bajo mi conducción”"
6297,infobae,2019-10-04 00:00:00,"Miguel Ángel Pichetto, sobre sus dichos acerca de las villas: “Me refería a dinamitar los bunkers”"
6301,infobae,2019-10-04 00:00:00,El manual de Juntos por el Cambio para fiscalizar y evitar fraude: “Hacete amigo del presidente de mesa”
6337,infobae,2019-10-04 00:00:00,Humor: Alberto intentó seducir al Presidente mexicano y todo terminó mal
6362,cronista,2019-10-04 00:00:00,Macri llegó con el #SíSePuede a Mendoza y se pronunció contra el aborto
6378,cronista,2019-10-04 00:00:00,"Alberto Fernández: ""Pagamos tarifas dolarizadas para asegurarles negocios a los amigos del Presidente"""
6379,cronista,2019-10-04 00:00:00,"Cómo sigue el 'Albertour': la foto con Randazzo, recorrida por el interior y visita al PJ"
6382,cronista,2019-10-04 00:00:00,"Encuesta: Alberto Fernández obtiene el ""mágico"" 54% y efecto boomerang del #SíSePuede"
6383,cronista,2019-10-04 00:00:00,La propuesta de Macri del día: financiar las exportaciones de las pymes
6385,cronista,2019-10-04 00:00:00,"Macri respaldó a Rogelio Frigerio, tras las duras críticas de Carrió"
6388,cronista,2019-10-04 00:00:00,Qué dijo Pichetto sobre las villas que generó tanta polémica
6411,cronista,2019-10-04 00:00:00,"Campanella lo destrozó a Alberto: mostró lo mejor de Macri y trató de ""ladrones"" a los K"
6413,cronista,2019-10-04 00:00:00,Espert cargó contra la UIA tras reunirse con Alberto Fernández y se viralizó
6437,la nación,2019-10-04 00:00:00,Alberto Fernández y una Justicia para armar
6444,la nación,2019-10-04 00:00:00,Lavagna reforzó su discurso económico y pidió más consumo
6447,la nación,2019-10-04 00:00:00,Vidal no hará una campaña con promesas como Macri
6464,perfil,2019-10-04 00:00:00,Qué dijo Macri sobre la fecha del Superclásico
6475,perfil,2019-10-04 00:00:00,Quiénes son los tres mosqueteros de Alberto Fernández
6476,perfil,2019-10-04 00:00:00,Los regalos electorales de Macri: Operación Papá Noel anticipado
6489,ambito financiero,2019-10-04 00:00:00,Alberto Fernández recupera a Randazzo y activa la agenda peronista
6500,ambito financiero,2019-10-04 00:00:00,Macri en homenaje a civiles y militares muertos por la guerrilla durante democracia
6501,ambito financiero,2019-10-04 00:00:00,Salta: el PJ dirime interna en Primarias sin Cambiemos
6510,ambito financiero,2019-10-04 00:00:00,"Pichetto dijo que se refirió a ""dinamitar"" los búnker de droga y no las villas enteras"
6518,ambito financiero,2019-10-04 00:00:00,"Macri: ""El malestar de no llegar a fin de mes puede hacer votar a un candidato que no te gusta"""
6519,ambito financiero,2019-10-04 00:00:00,"Alberto F. sumó a Randazzo a la campaña electoral: visitan Junín, Chacabuco y Chivicoly"
6522,ambito financiero,2019-10-04 00:00:00,La durísima carta de los curas villeros a Pichetto por el odio a los pobres
6534,ambito financiero,2019-10-04 00:00:00,Macri cruzó a Carrió para defender a Frigerio
6535,ambito financiero,2019-10-04 00:00:00,"Espert: ""Hay que dinamitar todo y arrancar de nuevo"""
6547,ambito financiero,2019-10-04 00:00:00,Alberto Fernández sumó a Randazzo a la campaña electoral
6556,el popular,2019-10-04 00:00:00,"Alberto Fernández en Chacabuco: ""No somos capaces de alimentar a 15 millones de pobres"""
6561,el popular,2019-10-04 00:00:00,"Nicolás Del Caño: ""Muchos sectores del Frente de todos cuando tuvieron que elegir entre jubilados y bancos, eligieron a los bancos"""
6562,el popular,2019-10-04 00:00:00,"Elecciones 2019 | Elisa Carrió reveló la estrategia de Juntos por el Cambio: ""A las 6 nosotros vamos a decir 'ganamos', aunque no sabemos si ganamos"""
6566,el popular,2019-10-04 00:00:00,Alberto Fernández sumó a Florencio Randazzo a su armado electoral
6571,la izquierda diario,2019-10-04 00:00:00,Christian Castillo: “Macri fue de terror pero tuvo cómplices”
6572,la izquierda diario,2019-10-04 00:00:00,Del Caño presentó Rebelde o precarizada: un libro militante para pensar la nueva clase obrera
6579,la izquierda diario,2019-10-04 00:00:00,Conferencia Nacional del PTR de Chile: las tareas de la izquierda revolucionaria
